word,voc_easy
migraine,"<div>A migraine is a severe headache. When you get a migraine, you'll probably want to stay in bed, in a dark room, until it passes.</div>"
migrant,"<div>A migrant worker is someone who travels for a job––in the U.S., many farm workers migrate from Mexico every year to work on the harvest and then return home when their jobs are over.</div>"
migrate,"<div>To migrate means to move from one place to another, sometimes part of a back-and-forth pattern, and sometimes to stay.</div>"
migration,"<div>Migration is the movement of either people or animals from one area to another. Look up in the trees, where you might see a Monarch butterfly make a stop on its migration to Mexico.</div>"
migratory,"<div>Animals that change locations with the seasons are said to be migratory. Ruby-throated hummingbirds are migratory. They spend winter in the warmer climate of Mexico, Central, and South America and then return to the eastern United States in the spring.</div>"
mild,"<div>A mild person is humble and meek — the opposite of bold. Mild things are also moderate in some way, like pleasantly mild weather or food that’s not spicy. Mild is the opposite of extreme. There’s nothing wild about mild.</div>"
milestone,"<div>A milestone is a significant event in your life. Often a milestone marks the start of a new chapter. For example, the day you graduated from high school was a milestone in your life.</div>"
milieu,"<div>A milieu is a surrounding culture. Your family, house, neighborhood, school, and people you hang out with make up your milieu. If you live in a mansion and have rich friends, you’re part of the upper crust milieu. Go you.</div>"
militant,"<div>A militant is someone who is engaged in a war or who acts aggressively for their cause. If you are militant in your beliefs, you do not question them anymore than a soldier questions his orders.</div>"
militarism,<div>Places where armed government forces have a strong presence are usually under militarism. A system of militarism would probably buy weapons and outfit soldiers before anything else.</div>
military,"<div>Ten, hut! So you'd like the definition of military? Yes, Sir! The adjective military is used to describe anything related to the armed forces or soldiers.</div>"
militate,<div>Your father's loss of his job may militate against the big family vacation your parents had been planning. To militate is to be a deciding factor for or against.</div>
militia,"<div>If you live in a remote place that's under attack by an upstart band of thieves, start a militia. A militia is a band of civilians trained to do army type business, without officially joining the army.</div>"
milk,"<div>Milk is the white liquid that female mammals produce for feeding their babies. Nursing human mothers feed their infants milk, and so do mother goats, cows, dogs, and cats.</div>"
milky,"<div>Anything milky looks like milk — it's whitish and cloudy. Soapy bathwater, pale skin, and the sap inside some plants can all be described as milky.</div>"
mill,"<div>A mill is a factory or plant, especially one that's equipped for grinding grain into flour. The facility is a mill, and the machine that does the actual grinding is also called a mill.</div>"
millenarian,<div>Anything millenarian relates to the Christian idea that the Second Coming of Jesus Christ will bring 1000 years of peace and joy.</div>
millennium,"<div>A decade means ten years, a century means a hundred, and millennium means a thousand. Think: a decade of marriage, the new millennium.</div>"
milliner,"<div>A milliner is someone who designs or makes hats, especially women’s hats. Milliners usually sell hats too.</div>"
million,"<div>A million is 1,000,000. It's a large number made of a thousand thousands. If you have a million dollars, you’re a millionaire!</div>"
mime,<div>A mime is a performer who uses exaggerated facial expressions and body movements — instead of words — to communicate with his audience.</div>
mimeograph,<div>A mimeograph is an old-fashioned copy machine. Mimeographs were often used for making classroom copies in schools before photocopying became inexpensive in the mid- to late-twentieth century.</div>
mimesis,<div>Mimesis is the imitation of life in art and literature. You know your painting exhibits mimesis when the viewers try to pick the flowers from the canvas.</div>
mimetic,<div>Mimetic things imitate or echo something else. A mimetic pattern on the wings of a bird might look just like the pattern on tree bark or the leaves of a plant.</div>
mimic,<div>A mimic is someone who is good at imitating others. A gifted mimic might be able to imitate one president after another just by minimally changing facial expression and manner of speaking.</div>
mimicry,"<div>Mimicry is the art of imitation, which is practiced the world over, from annoying siblings who repeat every word you say, to professional comedians who impersonate famous people onstage.</div>"
minaret,"<div>A minaret is a tall, slim tower on a mosque. Traditionally, a minaret is used to call Muslims to prayer five times each day.</div>"
minatory,"<div>Minatory means threatening. When you petition the school for higher academic standards––i.e. harder grading from teachers––you may receive some minatory looks, or even hate notes, from the kids in your school.</div>"
mince,<div>To mince is to chop into tiny bits. Your favorite soup recipe might include directions to mince four cloves of garlic.</div>
mincing,<div>Mincing is an adjective that describes someone who is being especially dainty or refined. The voices of older women who speak as though they're young girls can be described as mincing.</div>
mind,"<div>Your mind is where your thinking happens. If you've made up your mind, you've come to a decision.</div>"
mindful,"<div>Being mindful means paying close attention to or being especially conscious of something. If you are aware of the fact that your friend is upset, you're mindful of her feelings.</div>"
mindset,"<div>A person's usual attitude or mental state is his or her mindset. If you have an environmentalist mindset, you probably bring your own bags to the grocery store.</div>"
mine,"<div>A mine is a hole in the earth from which workers take valuable things: coal, diamonds, copper. It is also a bomb that explodes when it's touched, often buried in the earth.</div>"
miner,"<div>Picture a hardhat, a headlamp and a pick, and you are on the right track. A miner is a person who makes a living digging coal, salt, gold, minerals, or other natural resources out of the earth.</div>"
mineral,<div>A mineral is a nonliving natural substance of a definite chemical composition. A mineral like manganese may help keep you healthy; a mineral like a diamond may help keep you sparkly.</div>
mingle,"<div>When things mingle, that means they mix together while still retaining their individual qualities. At a club you may hear laughter that seems to mingle with the sound of the band playing in the background.</div>"
mingy,"<div>If you're mingy, you're a penny pincher — in other words, you are not generous about spending your money or sharing it with others. A mingy friend won't offer to buy you lunch, or even a jawbreaker.</div>"
miniature,"<div>Things that are miniature are teeny tiny versions of something else. Think miniature poodle. Unless you don't like small dogs. Then think miniature footballs. Aww, cute.</div>"
minimal,"<div>Minimal means the smallest possible, or the least — as in, ""She passed the test with minimal studying."" Minimal can also mean simple, as in ""The apartment had a minimal decor scheme: white walls, no art, a simple black couch.""</div>"
minimalism,"<div>Minimalism is a style of art that's extremely simple and pared-down. In the late 1950s, the first works of art described as examples of minimalism included abstract paintings of geometric shapes.</div>"
minimalist,"<div>When you call a person a minimalist, you're describing their interest in keeping things very simple. A minimalist prefers the minimal amount or degree of something.</div>"
minimize,"<div>The verb minimize describes making something smaller or less serious. It typically refers to something negative that is being reduced, like when you eat at home instead of in restaurants to minimize expenses.</div>"
minimized,"<div>Minimized is an adjective that describes something that has become much smaller, and it can refer to physical size or an idea.</div>"
minimum,"<div>The minimum is the lowest or smallest amount possible or acceptable. If you do the minimum amount of work at your job, you might not get fired — but you definitely won't get promoted.</div>"
minion,"<div>Your minions, if you are lucky enough to have any, are those people who are devoted to you and entirely dependent on you. If you borrow money from a bully and don't pay it back, he might send one of his minions after you.</div>"
miniscule,"<div>Miniscule is a variant of minuscule, meaning “very tiny.” Ants, grains of sand, and portion sizes at fancy restaurants might all be described as miniscule.</div>"
minister,"<div>You might meet a minister of the religious kind — a pastor or a rector. Or, you may meet a minister of the government kind — a prime minister or a minister of finance, for example.</div>"
ministerial,"<div>Ministerial means having to do with a minister of a religion, or a government. If your dad is a pastor, he may have to make it clear if he is telling you not to lie as a father, or in his ministerial capacity.</div>"
ministry,"<div>If you are discussing the duties of your minister or rabbi, you are talking about his or her ministry — the work the religious leader does in serving a congregation. The noun ministry also refers to a group of clergy.</div>"
mink,"<div>A mink is a small, furry animal that's similar to a stoat or a weasel. Minks are prized for their soft pelts, which are often made into fur coats. If you are on your way to an animal rights event, leave your mink coat in the closet.</div>"
minor,"<div>Something that's minor is considered of low importance — a minor injury is not very serious, and a college student's minor subject is a secondary field of study. Likewise, the star constellation Ursa Major is a larger grouping than Ursa Minor.</div>"
minority,"<div>If you have eight pennies and twelve dimes, the minority of your coins are pennies. The word minority is often used to describe people when their race or religion is shared by less than half of a nation.</div>"
minstrel,<div>If you were a lord in medieval times — back before radio or TV — you may have employed a minstrel for entertainment. The minstrel would keep your household amused by playing music and singing songs about faraway places.</div>
minuet,<div>A minuet is a 17th-century court dance. It's also the music that goes with that dance.</div>
minus,"<div>Use the word minus to mean ""less"" or ""with the subtraction of."" When it's minus fifteen degrees outside, it's fifteen below zero — or fifteen degrees less than zero.</div>"
minuscule,"<div>When something is teeny tiny, it is minuscule. If your mother calls your miniskirt minuscule, it probably means she wants you to change into something a bit less revealing.</div>"
minute,"<div>Craftsmen can paint whole villages or detailed portraits of people on a grain of rice using minute, or tiny, paintbrushes. Often the works of art are so minute that you can only see them with a magnifying glass.</div>"
minutely,"<div>Do something minutely and you'll do it in an attentive or meticulous, careful way. If you minutely edit your English paper, you'll be sure to catch every last mistake.</div>"
minutes,"<div>Minutes are notes that are taken at a meeting and often distributed to participants. Often, the secretary of an organization or club is the person who gets stuck taking the minutes.</div>"
minutia,"<div>The tiny details of anything can be called minutiae. Minutia — which you'll usually see as minutiae, the plural version — is a little like trivia.</div>"
miracle,<div>A miracle is an event so marvelous that it seems like it was sent from above. Catching that foul ball from the stands at the World Series? A miracle!</div>
miraculous,"<div>A miraculous occurrence can be providential or heaven-sent, or just peculiarly fortunate and appropriate. In any event, as the word suggests, it has the character of a miracle.</div>"
mirage,"<div>Next time you’re traveling in the desert, make sure you carry plenty of water. That enticing pool of water you see far away in the distance may be a mirage, or an optical illusion.</div>"
mire,"<div>A mire is mushy ground like quicksand, so if you feel yourself trapped in a sticky situation, consider yourself mired. One gets mired IN something — like in a dispute or in a love triangle.</div>"
mired,"<div>When you're mired in something, you're stuck or entangled in it. You can't get out.</div>"
mirror,"<div>A mirror is a glass surface backed with a metallic coating that reflects images that are in front of it. When you gaze at yourself in a mirror, your own face gazes right back at you.</div>"
mirth,"<div>Mirth is a formal or literary term meaning fun and enjoyment as shown by laughter. If you and your friends stayed up all night at a sleepover laughing, you might refer to that as a night of mirth.</div>"
misadventure,"<div>Ever climb a ladder and then, when you’re at the top, the ladder tips over, leaving you stranded up there? That’s the start of a misadventure, an unfortunate situation that happens because of bad luck.</div>"
misanthrope,"<div>A misanthrope is a person who hates or mistrusts other people. Your great aunt Edna who lashes out at anyone who approaches, convinced they'll steal the jewelry she keeps in her handbag on her lap? A misanthrope indeed.</div>"
misanthropic,"<div>A misanthropic person does not like people and expects the worst of them. It would be misanthropic of you to say that every human being is a greedy, selfish liar.</div>"
misanthropy,<div>Misanthropy is a mistrust of other people and a general hatred for mankind. So people with this character trait aren't much fun at parties.</div>
misapprehend,<div>Misapprehend is a verb that means to misunderstand. One place you definitely don't want to misapprehend instructions is on the plane when you're getting ready to skydive for the first time!</div>
misapprehension,"<div>When you have a misapprehension, you make a mistake trying to understand something, which leads you to believe something that isn't true. You may have a misapprehension about your brother's motives for being so nice to you this week.</div>"
misappropriate,"<div>When you misappropriate something, you steal it, or otherwise use it in a way its owner didn't intend.</div>"
misbegotten,"<div>Someone who's misbegotten is born to two parents who aren't legally married. In the past, being misbegotten was quite embarrassing.</div>"
misbehave,"<div>When you misbehave, you do something bad. One way to misbehave would be to stand on the roof of your house and throw water balloons at people walking by.</div>"
miscalculate,"<div>If you add two plus two and get five, you miscalculate. In other words, you've added the numbers incorrectly.</div>"
miscarriage,"<div>A miscarriage, in medical terms, is the birth of a fetus before it's able to live independently of its mother. In other words, a miscarriage is the abrupt, early end of a pregnancy.</div>"
miscegenation,"<div>If a country has laws against miscegenation, that means they have laws against people of different races having children. If a Chinese person and an Ecuadorian person have a child, that would be considered miscegenation.</div>"
miscellaneous,"<div>Something miscellaneous is made up of an odd bunch of things — things you might not expect to go together. A breakfast bar, a DVD, and a credit card bill are miscellaneous items that may be in your backpack.</div>"
miscellany,"<div>Miscellany is a collection of different sorts of things. If organization is not one of your strong points, your purse may contain a miscellany of surprising items.</div>"
mischance,"<div>Mischance describes a moment of bad luck, like when you have the mischance of slipping on the ice or catching a cold or losing your car keys.</div>"
mischief,"<div>People who pull pranks, make jokes, and do things that annoy other people — but aren't really awful — are good at mischief.</div>"
mischievous,"<div>If you’re the one making prank phone calls at 3 am and you can’t resist short-sheeting your camp counselor’s bunk, you're mischievous. If your dog likes to decorate your house with streamers of toilet paper, he's mischievous, too.</div>"
miscible,"<div>Miscible is a fancy word for ""mixable."" You may have heard that oil and water are not very miscible substances, whereas seltzer and orange juice are miscible and delicious!</div>"
misconception,<div>A misconception is a conclusion that's wrong because it's based on faulty thinking or facts that are wrong. Your accusation about your brother's role in that unfortunate event at your party may be based on a misconception.</div>
misconduct,"<div>Misconduct is any kind of bad, unethical, or illegal activity. When there's misconduct, someone is doing something wrong.</div>"
misconstrue,"<div>Misconstrue means something is interpreted the wrong way. If you see your brother walking your best friend home, you may misconstrue the situation and think they're dating when really he's only picking up your birthday present.</div>"
miscreant,"<div>A miscreant is a person who is bad––who lies, breaks the law, yells at small puppies. It's a somewhat old-fashioned word, popular with old ladies shocked at having their purses stolen at the opera.</div>"
misdeed,"<div>A misdeed is a type of bad behavior, especially behavior that's immoral. If you get caught stealing someone’s lunch, you’ll be punished for your misdeed.</div>"
misdemeanor,"<div>A misdemeanor is a minor offense, rather than a serious crime. A minor infraction like keeping a library book for years or stealing a pack of bubblegum would be considered a misdemeanor.</div>"
mise en scene,"<div>In the theater world, mise en scene is the way props and scenery are designed and arranged. The mise en scene for a ""Hansel and Gretel"" play might include dim lighting, a forest backdrop, and a cottage covered with candy.</div>"
miser,<div>A miser is someone who hoards his or her own wealth and doesn’t share or spend any of it. If you remember the old saying “You can’t take it with you!” — then you won't end up acting stingy like a miser.</div>
miserable,<div>Miserable goes way beyond sad — it means absolutely wretched. Someone who's miserable feels absolutely awful.</div>
miserly,"<div>Miserly people are stingy with their money and not likely to be generous, like Ebenezer Scrooge himself.</div>"
misery,"<div>Misery is a state of deep unhappiness or discomfort. It's not dropping your ice cream cone. It's having a hairy monster steal your ice cream cone, eat it in one bite, and then kidnap you and carry you off to his cave.</div>"
misfeasance,"<div>Misfeasance happens when someone in authority uses her position to do something wrong. If a town's mayor uses his influence to get jobs for his family members, that's misfeasance.</div>"
misfit,"<div>A person who just can't seem to fit in, no matter how hard they try, is called a misfit. If all of your friends are great dancers, but you are awkward and uncoordinated with no sense of rhythm, you might feel like a misfit.</div>"
misfortune,"<div>On a gloomy day, you may feel compelled to list your misfortunes: a broken umbrella, a broken heart, a broken toe. Misfortune means bad luck or the state of having bad luck.</div>"
misgiving,"<div>If you have misgivings about something, it means you're worried that it's not a good idea. Trying to fall asleep the night before a test, you might have misgivings about having studied so little.</div>"
misguide,"<div>When you misguide someone, you lead them the wrong way. You might accidentally misguide a tourist by instructing him to turn left when he should have gone right.</div>"
misguided,"<div>A misguided decision is one that's made without good judgment and careful thought. It would be misguided to think you could write your entire term paper in one night, or to climb into the polar bear exhibit at the zoo for a better look at them.</div>"
mishandle,"<div>When you mishandle something, you make a mess of it. For example, a teacher who mishandles a classroom loses control of his students.</div>"
mishap,"<div>Don’t cry over spilled milk, it is just a minor mishap — a misfortune. If the surgeon operates on the wrong leg when you go in for knee surgery? Now, that’s a mishap to get upset about.</div>"
mishmash,"<div>A mishmash is a random bunch of odds and ends. Many people have a mishmash of things in their basement or garage. A pile of old keys, one sock, four paper clips, and a water bottle? Total mishmash.</div>"
misinform,"<div>When you misinform someone, you give them the wrong information. If you misinform your friend about what homework is due tomorrow, he may do the wrong math problems.</div>"
misinformation,"<div>Something that's stated as a fact but isn't true is misinformation, especially if this is done on purpose. During a political campaign, one candidate might accuse another of spreading misinformation about her.</div>"
misinterpret,"<div>When you misinterpret something, you get it wrong. If you misinterpret another driver's wave as a friendly hello, you're probably missing the fact that he's trying to tell you one of your headlights has blown.</div>"
misinterpretation,"<div>Misinterpretation is a case of misunderstanding something or (interpreting it incorrectly). Singing ""Will you still feed me when I'm six feet four?"" is a misinterpretation of the Beatles song ""When I'm Sixty-Four.""</div>"
misjudge,"<div>When you misjudge someone, you have mistaken ideas about what they're like. Politicians who misjudge their constituents aren't often reelected.</div>"
mislaid,"<div>Mislaid things have been lost, but only temporarily. You might end up finding your mislaid sunglasses in the last place you'd think to look — like the refrigerator.</div>"
mislay,"<div>If you mislay something, you lose it temporarily. People who tend to mislay their house keys sometimes hide an extra key under a rock near the front door.</div>"
mislead,"<div>Use the verb mislead to describe what you're doing when you don't tell the whole truth, or when you let someone believe something false.</div>"
mismanage,"<div>To mismanage is to handle something badly. A company will go bankrupt if its leaders mismanage it. If you mismanage your allowance, you’ll be out of money in no time.</div>"
mismatch,"<div>When two things (or people) don't work well together or correspond with each other, it's a mismatch. If there's a mismatch between the amount of free time you have and the hours of exercise your puppy needs, you might want to hire a dog walker.</div>"
misnomer,"<div>A misnomer is a wrong or unsuitable name. It’s a misnomer to call your grandmother “Grandfather,” the same way it’s a misnomer to call a chair with four legs that doesn’t move unless you drag it across the floor, a rocking chair.</div>"
misogamist,"<div>A misogamist is a marriage-hater. Your confirmed bachelor friend — who swears he'll never get married — might just like his independence, or he might be a misogamist.</div>"
misogamy,"<div>If you know a confirmed bachelor who dates a lot but never settles down, he may not have met the right person yet — or he may suffer from misogamy, a hatred of marriage.</div>"
misogynic,<div>You can use the adjective misogynic when you're talking about a man who dislikes or distrusts all women.</div>
misogynism,"<div>If a college math professor only calls on the men in the class, he may be guilty of misogynism, or a hatred of or prejudice against women.</div>"
misogynist,"<div>If you're someone who believes women belong in the kitchen and shouldn't be accorded the same respect as men, you might be a misogynist. A misogynist is a person who hates or doesn't trust women.</div>"
misogynistic,"<div>The adjective misogynistic is good for describing a dislike or hatred of women, or a deep-rooted bias against women in particular.</div>"
misogynous,"<div>Use the adjective misogynous to describe a system or a person who shows a strong dislike for women, or who acts in a way that negatively affects women in particular.</div>"
misogyny,<div>Misogyny is the hatred of women. Whenever someone thinks that all women share one trait — usually something negative — that’s misogyny.</div>
misoneism,"<div>If you're still using a wall telephone with a cord and refusing to buy a cell phone, your more tech-savvy friends might accuse you of misoneism, or hating new things.</div>"
misplace,"<div>When you misplace your car keys, you can't remember where you put them. In other words, you temporarily lose them.</div>"
mispronounce,"<div>To mispronounce is to say something incorrectly. It can be pretty awkward when you mispronounce someone's name, especially if you know the person well.</div>"
misquote,<div>To misquote someone is to incorrectly repeat the words they've said. It's unethical for a journalist to deliberately misquote the subject of an interview.</div>
misread,"<div>To misread something is to read it but understand it in the wrong way. If you misread an article about local politics, you might end up supporting a candidate whose views you don't actually agree with.</div>"
misremember,"<div>When you misremember, you don't remember accurately. If you recall meeting your best friend in kindergarten, but you actually met in second grade, you misremember the way the two of you met.</div>"
misrepresent,"<div>If you deliberately mislead someone — for example, by lying about your work experience at a job interview — you misrepresent yourself, or paint a false picture of who you are.</div>"
misrepresentation,"<div>A misrepresentation is when you misrepresent, or lie about, something that happened. If you say you were the quarter back of the football team but really you were the mascot, that’s a misrepresentation.</div>"
miss,"<div>To miss is to fail to do or sense something, or to be without. If you miss all your free throws, your basketball team probably won't miss you if you skip a game.</div>"
misshapen,"<div>Something that has an abnormal form or shape is misshapen. For example, you might find an old misshapen Barbie, with messy hair and missing limbs, at the bottom of a toy chest.</div>"
missile,"<div>A missile is an object that can be projected toward a target. Examples include a spitball shot through a straw, a poison-tipped arrow sent via bow, or a self-propelled heat-seeking rocket, designed to take out targets at long range.</div>"
mission,"<div>A mission is a special quest, one that involves more effort than, say, a trip to the corner store. If you were to drive all around the state searching garage sales for porcelain cats, you could say you were on a mission.</div>"
missionary,"<div>A missionary is a person whose mission is to go somewhere to help others. In many cases, the goal of a missionary is to teach about a religion so that the people convert to that faith.</div>"
missive,"<div>A missive usually refers to the old-school style of hand-written communication on paper (remember that?), but these days you also might hear an email called a missive, too. No matter how you deliver it, a missive is a message.</div>"
misspeak,"<div>To misspeak is to say something the wrong way. You can misspeak by pronouncing someone's name incorrectly, or misspeak by saying something that accidentally offends them.</div>"
misspell,"<div>When you misspell something, you spell it worng. Whoops. Sorry about that — When you misspell something, you spell it wrong.</div>"
mist,"<div>Mist is a very dense water vapor, almost as thick as fog. Light rain can sometimes form a mist that makes it hard to see the road when you're driving.</div>"
mistake,"<div>A mistake is an error, a goof, a slip-up. When you make a mistake, you've done something incorrectly.</div>"
mistaken,"<div>Someone who's mistaken is confused or wrong about something. If you think your guidance counselor is mistaken about what you should do with your life, you will probably ignore his advice.</div>"
mistranslate,"<div>If you mistranslate something, you don't accurately describe or convey its meaning. It's easy to mistranslate a poem when you convert it from Spanish to English, failing to make its original meaning clear.</div>"
mistreat,"<div>If you mistreat someone, you harm them in some way. If you don't feed your cat for three days and refuse to clean its litter box, you are definitely mistreating it.</div>"
mistreatment,"<div>Mistreatment is being cruel or thoughtless toward a person, animal, or even an object. Your little brother's habit of picking the cat up by his tail is an example of mistreatment.</div>"
mistress,"<div>A mistress is a female master — she's the one in control. The wardrobe mistress is in charge of costumes for a theater. At some schools, the head of the school is called the headmaster or headmistress.</div>"
mistrial,"<div>When a judge cancels a trial, she declares a mistrial. In other words, she decides that some mistake has been made and the trial must begin again from the start, with a new jury.</div>"
misty,"<div>When it's misty out, there's a heavy fog. The air is thick with moisture, and there's just barely a light rain.</div>"
misunderstand,"<div>To misunderstand is to incorrectly interpret what someone means. If you misunderstand the directions for taking your medication, you might end up feeling loopy or passing out.</div>"
mite,"<div>Mite is one of many words for a very small amount, like a bit and a jot. A mite is teeny-weeny and itty-bitty. It's not much at all.</div>"
mitigate,<div>Choose the verb mitigate when something lessens the unpleasantness of a situation. You can mitigate your parents' anger by telling them you were late to dinner because you were helping your elderly neighbor.</div>
mitigated,"<div>Use the adjective mitigated to describe something that's been made less serious. If your friend gets a serious case of food poisoning, news of her mitigated symptoms will make you feel relieved.</div>"
mitigation,"<div>Mitigation is the act of lessening or easing the harshness of a punishment, a fine, or someone's pain. In the legal world, a lawyer might ask a judge for mitigation of a particularly harsh sentence.</div>"
mitosis,"<div>If you’re in biology class studying the way cells divide, then you’re probably learning about mitosis.</div>"
mix,"<div>To mix is to combine or blend different things together. If you mix baking soda and vinegar, you can create an erupting volcano for your science project.</div>"
mixture,"<div>A mixture is, simply, the product of mixing. Sometimes, like in the case of ice cream with fudge, a mixture can turn out delicious. At other times, though, like with oil and water, a mixture just fails to jive.</div>"
mnemonic,"<div>A mnemonic is a memory aid for something, often taking the form of a rhyme or an acronym. I before E except after C, is a mnemonic to help you remember how to spell words like ""piece"" and ""receive.""</div>"
moan,"<div>The low sound you make when you're in pain is called a moan. A bad stomachache can leave you bent over, making soft moans.</div>"
moat,"<div>Not many houses these days have a moat — it's a trench dug outside a castle and is usually full of water. A moat means ""Keep out!""</div>"
mob,"<div>A mob is a big, rowdy group of people. You might avoid shopping at the mall right before Christmas because you can't stand the mob of shoppers.</div>"
mobile,"<div>When something is mobile it can move or be moved easily. If you walk to the end of the block talking on your cell phone, you are a mobile being using a mobile device.</div>"
mobility,"<div>Mobility is the ability to move freely. If your basketball injury causes you to lose mobility in your knee, that means you can’t move it very well.</div>"
mobilize,"<div>Use the verb mobilize to describe preparing something — or someone — to spring into action, or to be put into use. You might mobilize the troops, or even your classmates, into action.</div>"
mobster,<div>A mobster is a bad guy who's involved in organized crime or belongs to a gang. There are many movies about mobsters that take place in the 1920s and 30s.</div>
moccasin,"<div>If you lose a moccasin on your way to work, it means you'll be walking around with only one shoe all day. A moccasin is a soft leather slip-on shoe.</div>"
mocha,"<div>Mocha is a high quality type of coffee made from a specific coffee bean. It's easily confused with the flavored drink also called a mocha, which combines coffee and chocolate.</div>"
mock,"<div>Imitation may be the most sincere form of flattery, but to mock is to make fun of or mimic someone with contempt, ridicule or derision. ""Louise’s favorite pastime was to mock her brother’s inability to sing on key.""</div>"
mockery,<div>The noun mockery means ridicule or making a fool out of someone. Mockery of your history teacher is unwise just before she grades your mid-term exams.</div>
mocking,"<div>When you talk to or about someone in a mocking tone, you're making fun of them in a nasty, mean way.</div>"
mock-up,"<div>A mock-up is a smaller model or replica of something that will eventually be built or that's used for teaching. When an engineer designs a new kind of airplane, she'll first make a mock-up.</div>"
mod,<div>Something that's stylish or cutting-edge can be called mod. Your mod haircut and outfit might make you feel like the most fashionable person in your neighborhood. Just don't leave your hood.</div>
modal,"<div>Think of modal as relating to some ""mode,"" or form. A modal verb is a helper that gives additional information about the verb that follows it, and includes such words as ""can,"" ""will,"" ""should,"" and ""may,"" among others.</div>"
modality,"<div>A modality is the way or mode in which something exists or is done. You might often see it used with reference to diagnostic modality, which is the way in which a disease or illness is diagnosed by a doctor.</div>"
mode,"<div>You can describe the specific style of doing something as your mode. If you're in vacation mode, for example, it might mean you say everything in a super-relaxed voice and spend all of your classes daydreaming.</div>"
model,<div>To model something is to show it off. To make a model of your favorite car is to create a miniature version of it. To be a model is to be so gorgeous that you’re photographed for a living.</div>
modeling,"<div>Modeling involves making a representation of something. Creating a tiny, functioning volcano is an example of modeling. Teachers use modeling when they have a class election that represents a larger one, like a presidential election.</div>"
modem,"<div>Simply put, a modem is an electronic device that changes a digital computer signal to audio so it can be carried on telephone lines. It also changes an incoming signal back so it can be read on the computer.</div>"
moderate,"<div>A moderate voter is someone who is politically speaking, in the center. In other words, they are not quite left or right, but somewhere in the middle.</div>"
moderation,"<div>Eating foods in moderation is a key to maintaining a healthy diet. That means you have a little bit of everything, rather than gorging, say, on steak and ice cream.</div>"
modern,"<div>Modern means contemporary or in the now. A beehive hairdo is not so modern, though depending on the wearer, it could still be hip.</div>"
modernism,"<div>Modernism describes things you do that are contemporary or current. Your modernism may be seen in your up-to-date clothing, your contemporary taste in books, and your willingness to stay up on current trends.</div>"
modernity,"<div>Use the noun modernity when you're talking about the newness of something, like the modernity of the new, sleek skyscraper in your city.</div>"
modernize,"<div>To modernize is to adjust or improve something, especially in a way that uses new technology. You might modernize your grandmother's kitchen by buying her a microwave and an espresso machine.</div>"
modest,<div>A person is modest if he or she is very successful but does not call attention to this.</div>
modestly,"<div>To do something modestly is to do it in a humble way, without showing off. After her play's successful opening night, a playwright might choose to sit modestly in the audience rather than going on stage to bow.</div>"
modesty,"<div>Modesty is that shy feeling you get when someone brags about how great you are, or when you need to take off your shirt to go swimming and showing skin makes you squirm. If you blush, you’ve got some modesty.</div>"
modicum,"<div>If you want to describe a small amount of something, try modicum. If you have a modicum of interest in something, you are a little bit interested.</div>"
modification,"<div>A modification is a change or alteration, usually to make something work better.</div>"
modified,"<div>If something is modified, it has been changed. Only modified trucks participate in Monster Truck Rallies — ones that have had their regular tires replaced with monster tires.</div>"
modifier,<div>A modifier is a word that describes or changes another word. Adjectives and adverbs are fun modifiers. They can turn a “man” into a “strange man” or make him “act strangely.”</div>
modify,"<div>To modify is to change or transform, but only slightly. If you miss your free-throws half the time, your coach will probably try to improve your shooting average by modifying your technique.</div>"
modish,"<div>Something modish is fashionable and stylish. It's a-la-mode, or right on top of the latest look. In the 1970s, it was considered modish to wear bell bottoms.</div>"
modular,"<div>Use the adjective modular to describe something that is made up of pieces or parts, like a gerbil's habitat of tubes and cages, or a new house that is delivered in sections and then assembled.</div>"
modulate,"<div>Is your friend's voice so high-pitched that people are starting to stare? Sweetly ask, ""Can you modulate your voice, please? To modulate is to change the pitch of something.</div>"
modulation,"<div>Modulation is when you control or adjust something, like when you lower your voice to a loud whisper in order to make what you're saying more dramatic and mysterious.</div>"
module,"<div>A module is an individual part that combines with other components to make different things. You might have one module that's a cube, and another that's a slab of wood. Two cubes and a slab could make an end table.</div>"
modus operandi,"<div>A modus operandi is your usual way of doing things. If your modus operandi is to pretend to have no money to get your friends to buy your ice cream, they already know what you are about to say.</div>"
mogul,"<div>If you’re the type of person who likes to be in charge, you may have dreams of becoming a mogul — that is, a powerful businessperson.</div>"
mohair,"<div>Mohair is a fiber, yarn, or fabric that's made from an angora goat's hair. Sweaters and blankets made of mohair are extremely soft and silky (AND expensive).</div>"
mohawk,"<div>A mohawk is a hairstyle created by shaving the hair on each side of the head, leaving a wide strip of longer hair down the middle. While mohawks are commonly associated with punk music fans in the 1980s, David Beckham and Mr. T have also sported this hair style.</div>"
moiety,"<div>A moiety is one of two equal parts. If you cut a sandwich in half, you can have one moiety for lunch and give the other moiety to a pigeon.</div>"
moist,"<div>Moist things feel damp when you touch them — they're just a little bit wet. You might want to bring a blanket to sit on for a picnic, especially if it rained yesterday and the grass is still moist.</div>"
moisten,"<div>To moisten is to make something slightly damp or just barely wet. It used to be necessary to moisten a postage stamp with your tongue before sticking it on an envelope, but today stamps stick without being licked.</div>"
moisture,<div>Moisture is the feeling of wetness — what you want in your cupcake but not in your diapers.</div>
